GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000271727,6,711533,750729,161,31,46350,0.31952,0.37467
ENSG00000271911,6,761675,780648,300,43,46253,-1.4631,0.92828
ENSG00000272485,6,774747,780214,20,5,46350,0.49791,0.30927
ENSG00000276687,6,905462,909594,77,21,46350,-1.0023,0.84191
ENSG00000278343,6,958563,962511,101,23,46350,0.78071,0.21749
ENSG00000270937,6,1026729,1027460,89,15,46171,-0.5791,0.71874
ENSG00000176515,6,1080164,1105181,117,25,46268,-1.6124,0.94656
ENSG00000238438,6,1186753,1186855,1,1,46350,-0.71728,0.7634
ENSG00000164379,6,1312675,1314983,361,46,46089,-0.96507,0.83274
ENSG00000281809,6,1321933,1324257,201,50,46199,-1.3015,0.90345
ENSG00000261730,6,1384025,1385301,267,51,45971,-1.4954,0.93259
ENSG00000137273,6,1390069,1395832,66,7,46350,-0.74363,0.77145
ENSG00000243439,6,1507557,1507851,9,4,46350,-0.82533,0.79541
ENSG00000218027,6,1513933,1515524,21,6,46350,-1.3204,0.90664
ENSG00000272279,6,1528599,1529146,26,7,46305,-0.17604,0.56987
ENSG00000280916,6,1605766,1606314,577,56,45546,-0.95319,0.82975
ENSG00000054598,6,1610207,1614132,44,10,45846,-0.40329,0.65663
ENSG00000112699,6,1624041,2245926,485,85,45942,-0.22912,0.59061
ENSG00000250903,6,2245982,2482256,444,88,46282,1.8588,0.031526
ENSG00000236086,6,2341684,2341945,67,25,44480,-0.98915,0.83871
ENSG00000272465,6,2437783,2438483,12,3,46350,-0.19766,0.57834
ENSG00000280423,6,2562181,2564377,15,4,46350,0.71498,0.23731
ENSG00000164385,6,2622147,2634837,73,23,46167,0.082507,0.46712
ENSG00000228718,6,2637170,2640235,53,13,46307,0.52011,0.30149
ENSG00000145949,6,2663863,2751200,53,11,46188,-0.16108,0.56399
ENSG00000124535,6,2765648,2787186,176,46,45800,0.59272,0.27668
ENSG00000021355,6,2832566,2842240,212,45,46183,1.0816,0.13972
ENSG00000266750,6,2854265,2854341,14,4,46350,0.82502,0.20468
ENSG00000230438,6,2854891,2881641,52,20,46350,-0.0094723,0.50378
ENSG00000170542,6,2887500,2903514,226,32,46253,-0.030695,0.51224
ENSG00000232999,6,2910847,2912347,6,3,46350,1.6247,0.052112
ENSG00000228365,6,2917128,2917967,8,4,46350,0.11342,0.45485
ENSG00000124570,6,2948393,2972399,121,30,46287,3.0054,0.0013261
ENSG00000244041,6,2988201,2991407,20,5,46350,1.3946,0.081573
ENSG00000224846,6,2989956,2999368,78,9,46350,0.48844,0.31262
ENSG00000124588,6,3000208,3029103,205,36,46224,0.55865,0.2882
ENSG00000271361,6,3023376,3024006,22,5,46184,-0.0807,0.53216
ENSG00000274855,6,3033417,3033522,19,2,46350,0.45462,0.32469
ENSG00000232654,6,3045618,3046034,10,3,46350,0.66746,0.25224
ENSG00000217707,6,3049069,3049445,129,14,46278,-0.031656,0.51263
ENSG00000229282,6,3056124,3056995,12,4,46253,0.22429,0.41127
ENSG00000272277,6,3068279,3069128,10,3,46350,1.1284,0.12958
ENSG00000137275,6,3068658,3115421,250,37,46269,-0.59945,0.72556
ENSG00000222248,6,3088920,3089043,30,7,46332,1.2439,0.10677
ENSG00000137274,6,3118608,3153812,372,52,46293,-0.71209,0.7618
ENSG00000228170,6,3138628,3153296,9,1,46350,-1.4317,0.92389
ENSG00000137267,6,3153903,3157760,10,2,45594,-0.84734,0.8016
ENSG00000216819,6,3177278,3179998,34,12,46350,1.5981,0.055012
ENSG00000230269,6,3182978,3195990,70,9,46350,-1.009,0.84351
ENSG00000137285,6,3224495,3227969,12,5,46350,-0.55074,0.7091
ENSG00000180822,6,3232041,3303607,135,16,46281,0.099093,0.46053
ENSG00000137266,6,3269196,3457256,1234,131,46200,1.7555,0.039583
ENSG00000272320,6,3311896,3313884,17,3,46350,0.75408,0.2254
ENSG00000228793,6,3594481,3624981,8,2,46350,1.7544,0.039683
ENSG00000270477,6,3694157,3694309,124,20,46154,1.4922,0.067822
ENSG00000168994,6,3722854,3752260,80,21,46238,0.61427,0.26952
ENSG00000270504,6,3751345,3754105,12,4,46350,-0.63958,0.73878
ENSG00000219992,6,3754333,3755074,7,1,46350,-0.635,0.73729
ENSG00000238158,6,3832167,3855971,12,4,46350,0.3071,0.37938
ENSG00000145945,6,3849620,3851551,8,3,46209,0.59314,0.27655
ENSG00000233068,6,3893360,3894526,42,12,46350,-0.88896,0.81299
ENSG00000260604,6,3905154,3912213,24,5,46350,0.38321,0.35078
ENSG00000218472,6,3914156,3914526,18,2,46350,0.050872,0.47971
ENSG00000217135,6,3922081,3922380,6,2,46350,0.42287,0.3362
ENSG00000217566,6,3941516,3942035,37,7,45960,1.2528,0.10513
ENSG00000216657,6,3978296,3979333,52,14,46350,-0.093139,0.5371
ENSG00000279926,6,3982907,3984364,18,2,46350,0.06939,0.47234
ENSG00000145965,6,3982909,3984372,47,9,46326,1.3685,0.085572
ENSG00000272248,6,4018947,4019436,9,4,46350,0.29185,0.3852
ENSG00000230648,6,4019077,4021449,28,11,46350,1.1528,0.12449
ENSG00000112739,6,4021560,4062141,134,33,46298,0.749,0.22693
ENSG00000145975,6,4068596,4087261,30,4,46350,0.2229,0.41181
ENSG00000185689,6,4079443,4131185,60,12,46224,0.43828,0.33059
ENSG00000198721,6,4115923,4135831,10,4,45155,-0.672,0.74921
ENSG00000254821,6,4135657,4146287,39,10,46074,0.66769,0.25217
ENSG00000234817,6,4136306,4157619,16,7,44965,-0.22733,0.58991
ENSG00000237716,6,4186858,4188343,12,3,46350,-1.4848,0.93121
ENSG00000216307,6,4189350,4190040,19,6,46350,-1.242,0.89289
ENSG00000231811,6,4345977,4347271,9,4,45900,-1.1593,0.87683
ENSG00000201185,6,4428197,4428315,32,4,46278,-0.5186,0.69798
ENSG00000260239,6,4492041,4496003,12,4,46089,-1.5892,0.94399
ENSG00000270695,6,4529956,4530242,54,10,46350,-0.59659,0.72461
ENSG00000260673,6,4599521,4602654,9,3,46350,0.46735,0.32013
ENSG00000205444,6,4610890,4611538,7,2,46350,0.14546,0.44217
ENSG00000238801,6,4643996,4644088,41,3,46350,0.80134,0.21147
ENSG00000217385,6,4702697,4704013,14,4,46350,-1.2083,0.88654
ENSG00000153046,6,4706393,4955785,519,49,46294,-1.22,0.88877
ENSG00000236336,6,4774760,4775642,4,1,46350,0.71337,0.23781
ENSG00000217030,6,4979306,4979728,40,6,46213,1.1756,0.11988
ENSG00000124787,6,4994966,5004297,29,7,46350,-0.67708,0.75082
ENSG00000272142,6,5030206,5043683,14,3,46350,-0.62569,0.73424
ENSG00000271978,6,5031990,5054657,20,6,46181,-0.27302,0.60758
ENSG00000220685,6,5066029,5067216,5,2,46350,0.4674,0.32011
ENSG00000219607,6,5084815,5089721,29,8,46193,1.0409,0.14895
ENSG00000214113,6,5102827,5261172,487,47,46265,-0.35496,0.63869
ENSG00000265083,6,5148467,5148556,19,5,46229,0.075257,0.47
ENSG00000145982,6,5261277,5771813,283,56,46087,-1.1304,0.87084
ENSG00000220446,6,5291263,5291621,7,2,46350,0.51276,0.30406
ENSG00000269985,6,5451916,5458308,381,77,46143,-0.15787,0.56272
ENSG00000218574,6,5609460,5610428,11,4,45926,1.1716,0.12067
ENSG00000270174,6,5665218,5695505,7,2,46350,-0.45035,0.67377
ENSG00000217239,6,5788579,5788932,6,1,46350,-0.58101,0.71938
ENSG00000216360,6,5817654,5818599,34,8,45715,0.18177,0.42788
ENSG00000233064,6,5851739,5870453,67,9,45995,0.23397,0.4075
ENSG00000239472,6,5918793,5919077,7,3,46190,0.25092,0.40094
ENSG00000215057,6,5972645,5974245,70,16,46350,-1.1517,0.87527
ENSG00000124785,6,5998232,6007838,343,58,46153,0.42832,0.33421
ENSG00000264121,6,6046676,6046777,137,30,46304,0.33651,0.36824
ENSG00000124491,6,6144318,6321067,21,11,46350,0.50027,0.30844
ENSG00000263572,6,6169567,6169642,8,3,46350,0.53488,0.29637
ENSG00000216863,6,6346698,6623004,191,36,46200,0.088983,0.46455
ENSG00000241216,6,6347314,6347614,8,3,46350,-0.41888,0.66235
ENSG00000218868,6,6534930,6535864,9,3,46350,1.5614,0.059216
ENSG00000112799,6,6588341,6655216,25,7,46350,0.78032,0.2176
ENSG00000261211,6,6680542,6683866,267,47,45960,0.85511,0.19625
ENSG00000279368,6,6685381,6687217,19,4,46062,-0.57425,0.7171
ENSG00000226281,6,6692977,6711235,70,22,46347,0.59906,0.27457
ENSG00000224532,6,6758509,6759524,10,4,45524,-0.047155,0.51881
ENSG00000219986,6,6795148,6795635,74,11,46299,-0.38725,0.65072
ENSG00000223342,6,6901255,6918948,13,6,45379,-0.57904,0.71872
ENSG00000240936,6,6938835,6939130,18,4,45643,0.37842,0.35256
ENSG00000203498,6,6993424,6995787,19,4,46350,1.0178,0.15438
ENSG00000251762,6,7040693,7040779,10,3,45028,-0.35015,0.63689
ENSG00000124782,6,7107830,7252213,509,74,46160,-0.99921,0.84115
ENSG00000225092,6,7183316,7185520,4,2,46350,1.4795,0.069506
ENSG00000201483,6,7187815,7187919,5,3,46350,1.254,0.10492
ENSG00000124783,6,7268539,7313440,63,12,45924,0.28478,0.3879
ENSG00000238221,6,7276264,7299105,17,4,45008,1.2269,0.10992
ENSG00000164304,6,7326892,7389976,15,5,46276,-1.0766,0.85916
ENSG00000219375,6,7331519,7331909,11,4,46350,-0.41938,0.66253
ENSG00000220472,6,7339072,7339801,7,3,46350,-1.8683,0.96914
ENSG00000230570,6,7341087,7342289,9,3,46016,-1.5652,0.94123
ENSG00000124784,6,7389729,7418270,15,3,46350,-0.9115,0.81898
ENSG00000233503,6,7481327,7482827,9,3,45088,0.16466,0.43461
ENSG00000219993,6,7506436,7506782,9,1,46350,-0.67542,0.7503
ENSG00000234115,6,7516833,7518073,39,9,46155,-1.0528,0.85378
ENSG00000261189,6,7540684,7541571,8,4,46350,-0.41345,0.66036
ENSG00000096696,6,7541808,7586950,22,11,46299,1.3504,0.088449
ENSG00000168566,6,7590432,7612200,220,19,46285,0.71552,0.23714
ENSG00000236512,6,7620655,7621111,12,3,46350,-0.33097,0.62967
ENSG00000153162,6,7727030,7881655,346,18,46253,1.1,0.13568
ENSG00000239264,6,7881750,7911047,59,12,46088,-0.77051,0.7795
ENSG00000259040,6,7881755,8064597,17,7,45764,1.1307,0.12909
ENSG00000217746,6,7938663,7939555,9,3,45905,0.12768,0.4492
ENSG00000219294,6,7986770,7988425,50,7,46327,1.4264,0.076882
ENSG00000188428,6,8013800,8064647,139,39,46342,0.80549,0.21027
ENSG00000265818,6,8015959,8102763,7,2,46350,1.128,0.12967
ENSG00000124802,6,8073593,8102811,9,2,46350,1.1385,0.12745
ENSG00000232234,6,8329888,8342688,147,33,46043,-0.76148,0.77682
ENSG00000234763,6,8342170,8343254,11,2,46350,-1.6694,0.95248
ENSG00000124786,6,8413301,8435716,13,4,46350,-1.0686,0.85738
ENSG00000251164,6,8652370,8654079,11,3,46350,-1.3139,0.90556
ENSG00000230939,6,8784411,8785678,5,2,46350,0.14205,0.44352
ENSG00000225775,6,9124454,9162010,10,3,46350,-1.6688,0.95242
ENSG00000181355,6,9896950,9939561,94,23,46240,-0.81357,0.79205
ENSG00000216368,6,10118685,10119486,8,2,46350,1.058,0.14503
ENSG00000229765,6,10214114,10214595,41,5,46147,0.30632,0.37968
ENSG00000221583,6,10222269,10222394,208,50,46302,-1.6865,0.95416
ENSG00000216781,6,10365826,10366815,10,4,46350,-0.6647,0.74688
ENSG00000137203,6,10396910,10419871,247,39,46279,-0.41392,0.66054
ENSG00000229950,6,10409573,10416679,13,5,45682,0.17891,0.42901
ENSG00000228478,6,10423373,10426409,5,3,44478,0.27403,0.39203
ENSG00000183674,6,10429488,10435107,15,5,45698,-0.33163,0.62992
ENSG00000229401,6,10434549,10457014,12,5,45552,-0.23331,0.59224
ENSG00000263705,6,10439950,10440027,11,4,46350,-1.2077,0.88641
ENSG00000238076,6,10460139,10460774,24,6,46350,0.058011,0.47687
ENSG00000231056,6,10474733,10478735,41,8,46144,-0.91157,0.819
ENSG00000111846,6,10492456,10629601,63,14,45801,-0.68001,0.75175
ENSG00000237685,6,10511269,10514779,13,3,46350,-2.0776,0.98113
ENSG00000216359,6,10514515,10515206,14,3,46350,-2.1981,0.98603
ENSG00000217181,6,10574982,10575460,8,2,46324,-1.4562,0.92733
ENSG00000205318,6,10633995,10634928,4,2,46350,-1.1269,0.87011
ENSG00000137434,6,10671651,10695030,5,3,46350,-1.1206,0.86878
ENSG00000111845,6,10694928,10710015,3,2,46350,-1.3579,0.91274
ENSG00000111843,6,10723148,10731362,13,5,46166,-0.94642,0.82803
ENSG00000272097,6,10743557,10747896,7,2,46350,0.81751,0.20682
ENSG00000137210,6,10747992,10760007,9,4,46350,-0.39245,0.65264
ENSG00000272162,6,10748027,10930656,8,5,45993,-0.80125,0.78851
ENSG00000222383,6,10753024,10753159,6,3,44564,-2.4134,0.9921
ENSG00000111837,6,10762956,10838788,153,17,46220,-0.40948,0.65891
ENSG00000124827,6,10873456,10882174,10,4,46237,-1.4369,0.92463
ENSG00000235051,6,10882013,10884582,3,1,46350,-1.439,0.92493
ENSG00000153157,6,10887064,10974542,416,38,46185,3.0641,0.0010915
ENSG00000197977,6,10980992,11044547,53,10,46214,1.0108,0.15607
ENSG00000274541,6,11015819,11016121,3,2,44460,0.6342,0.26298
ENSG00000230314,6,11043757,11078459,87,14,46350,0.68046,0.24811
ENSG00000224531,6,11094266,11138966,136,20,46197,2.5362,0.0056024
ENSG00000244476,6,11102722,11111965,92,24,46017,1.4901,0.068096
ENSG00000271245,6,11155162,11155383,44,7,46321,0.73298,0.23179
ENSG00000247925,6,11173685,11259332,57,13,46194,1.8087,0.035251
ENSG00000111859,6,11183531,11382581,257,58,46322,1.3863,0.082834
ENSG00000233656,6,11417583,11481472,295,26,46246,1.3918,0.081991
ENSG00000242753,6,11487459,11515943,157,39,46083,1.2702,0.10201
ENSG00000202313,6,11503742,11503904,40,8,45303,0.10642,0.45762
ENSG00000218020,6,11514425,11516699,20,4,46350,2.1,0.017865
ENSG00000205269,6,11538511,11583757,193,36,46179,1.6393,0.050578
ENSG00000271897,6,11607785,11608214,54,14,46331,0.52998,0.29806
ENSG00000207419,6,11710052,11710193,237,58,46175,-1.0002,0.84138
ENSG00000111863,6,11713757,11779403,100,24,46304,-0.63228,0.7364
ENSG00000234427,6,11810835,11811481,99,17,45932,4.2447,1.09E-05
ENSG00000215124,6,11861859,11863203,7,1,46350,1.7193,0.042779
ENSG00000225102,6,11990576,11992245,3,2,45344,0.69032,0.245
ENSG00000229896,6,12007903,12009089,112,18,46181,0.38161,0.35137
ENSG00000095951,6,12012571,12165232,29,10,46350,-0.9408,0.8266
ENSG00000078401,6,12290596,12297427,127,20,46235,1.4034,0.080245
ENSG00000218893,6,12319685,12319824,42,6,46111,0.39584,0.34611
ENSG00000223321,6,12406718,12407013,23,4,46350,-0.58883,0.72201
ENSG00000212802,6,12514342,12514956,81,20,46350,3.0095,0.0013082
ENSG00000234015,6,12583147,12585636,87,16,46224,-0.01238,0.50494
ENSG00000112137,6,12717037,13290716,175,33,46289,0.036097,0.4856
ENSG00000206702,6,13214288,13214451,14,5,46350,-0.86235,0.80575
ENSG00000215022,6,13265093,13295818,62,9,46350,-0.41633,0.66142
ENSG00000272379,6,13290250,13290722,16,5,46350,-1.0881,0.86172
ENSG00000145979,6,13305183,13328815,203,36,46175,-1.0379,0.85033
ENSG00000145990,6,13358062,13487894,337,52,46311,0.1943,0.42297
ENSG00000237786,6,13486526,13487084,9,3,46226,-1.2193,0.88864
ENSG00000218265,6,13521498,13522277,78,15,46225,0.47198,0.31847
ENSG00000202351,6,13547936,13548245,7,2,46350,0.11505,0.4542
ENSG00000124523,6,13574761,13615390,37,11,46193,-0.51533,0.69684
ENSG00000261071,6,13614343,13615387,2,1,46350,-1.0682,0.85729
ENSG00000225921,6,13615559,13621437,4,2,46350,-1.1385,0.87255
ENSG00000268059,6,13615728,13621126,1,1,46350,-0.78714,0.7844
ENSG00000010017,6,13621730,13711796,160,28,46329,0.22788,0.40987
ENSG00000050393,6,13786789,13814800,165,31,46264,0.016956,0.49324
ENSG00000272209,6,13825663,13826805,64,9,46350,0.36381,0.358
ENSG00000180537,6,13924677,13980533,73,8,46350,-0.49726,0.6905
ENSG00000220868,6,13949326,13949897,28,7,46350,-0.81122,0.79138
ENSG00000233981,6,14005151,14007132,72,12,46334,-0.83412,0.79789
ENSG00000112149,6,14117487,14137149,72,16,46183,-0.11287,0.54494
ENSG00000238987,6,14156693,14156754,9,4,46350,-0.050387,0.52009
ENSG00000230631,6,14230006,14231801,186,23,46334,-0.26841,0.60581
ENSG00000226673,6,14280358,14285685,106,20,46159,0.55449,0.28962
ENSG00000237346,6,14391462,14393519,12,4,46350,1.2759,0.10099
ENSG00000234540,6,14394557,14404520,12,4,46350,1.2759,0.10099
ENSG00000229646,6,14597745,14599921,59,12,46324,-0.52742,0.70105
ENSG00000206960,6,14646766,14646869,12,1,46350,0.50155,0.30799
ENSG00000234261,6,14662060,15090234,140,41,46244,0.25598,0.39898
ENSG00000216754,6,15103177,15104361,6,3,46350,-1.6557,0.95111
ENSG00000242989,6,15113199,15113450,105,25,46348,0.58695,0.27862
ENSG00000264687,6,15149930,15150030,130,27,46326,-0.45823,0.67661
ENSG00000271888,6,15244154,15245231,10,3,46221,0.86877,0.19249
ENSG00000008083,6,15246527,15522271,274,45,46157,0.68257,0.24744
ENSG00000235488,6,15248046,15248865,6,2,46350,0.71315,0.23788
ENSG00000201367,6,15315151,15315257,8,3,46099,2.638,0.0041693
ENSG00000201519,6,15324598,15324703,9,4,45954,3.2694,0.00053891
ENSG00000047579,6,15523032,15663289,286,27,46170,0.71951,0.23591
ENSG00000214027,6,15935013,15935546,8,4,45292,1.302,0.096459
ENSG00000232947,6,15995175,16000028,15,4,46350,0.95528,0.16972
ENSG00000274212,6,16041612,16041845,64,8,46257,-0.96514,0.83276
ENSG00000217585,6,16107853,16108824,125,26,46036,-0.38338,0.64928
ENSG00000007944,6,16129356,16148479,354,39,46095,-0.088868,0.53541
ENSG00000263712,6,16141787,16141855,7,3,46183,1.6371,0.0508
ENSG00000218073,6,16161157,16161642,6,1,46350,0.50462,0.30691
ENSG00000217078,6,16163608,16163993,3,1,46350,-0.087074,0.53469
ENSG00000216364,6,16171837,16172262,6,2,45747,-0.40961,0.65895
ENSG00000251831,6,16205245,16205351,29,9,46350,1.4221,0.077505
ENSG00000207193,6,16232462,16232561,3,1,46350,0.0017271,0.49931
ENSG00000137198,6,16238811,16295780,167,34,46095,1.35,0.088514
ENSG00000282024,6,16259332,16264784,23,6,46019,1.0985,0.136
ENSG00000124788,6,16299343,16761721,971,148,46210,2.9481,0.0015984
ENSG00000265642,6,16428675,16428754,163,42,46307,2.3763,0.0087427
ENSG00000229931,6,16761369,16762883,4,2,46350,1.3851,0.083005
ENSG00000272341,6,16764577,16767114,5,2,46350,2.0532,0.020027
ENSG00000230873,6,17102489,17131603,245,51,46212,0.44353,0.32869
ENSG00000112183,6,17281577,17294106,112,21,46226,0.19527,0.42259
ENSG00000219314,6,17381598,17382351,103,16,46216,-0.4849,0.68613
ENSG00000112186,6,17393447,17558023,213,41,46192,-0.1737,0.56895
ENSG00000184612,6,17531130,17531883,15,4,46350,0.41055,0.3407
ENSG00000218359,6,17582265,17582536,226,56,46088,0.57096,0.28401
ENSG00000137414,6,17600586,17611950,32,8,46208,-0.46433,0.67879
ENSG00000124789,6,17615266,17707065,289,52,45761,0.30115,0.38165
ENSG00000206881,6,17619764,17619865,5,3,46122,-0.34324,0.63429
ENSG00000272269,6,17706488,17707575,6,3,45773,0.29003,0.3859
ENSG00000201415,6,17722017,17722134,108,33,45368,1.4524,0.0732
ENSG00000201442,6,17737689,17737790,81,21,45234,-0.19505,0.57732
ENSG00000137177,6,17759414,17987854,267,34,45856,1.0251,0.15265
ENSG00000220920,6,17953803,17954161,9,3,46350,0.38023,0.35189
ENSG00000187566,6,18120671,18122918,15,5,46274,1.5417,0.061579
ENSG00000137364,6,18128542,18155305,188,35,46014,-0.89516,0.81465
ENSG00000165097,6,18155560,18224084,70,19,45867,0.014968,0.49403
ENSG00000124795,6,18224099,18265054,131,16,46288,-0.23057,0.59118
ENSG00000199715,6,18273396,18273497,7,2,46350,0.90517,0.18269
ENSG00000278102,6,18305085,18305276,13,4,46350,0.30223,0.38124
ENSG00000200681,6,18307204,18307310,61,10,45545,2.0664,0.019396
ENSG00000217414,6,18363648,18365654,15,5,46350,0.19423,0.423
ENSG00000218976,6,18366967,18368875,11,4,46350,-0.39,0.65173
ENSG00000137393,6,18387581,18469105,131,22,46120,0.78257,0.21694
ENSG00000283408,6,18522970,18674232,149,19,46123,0.1181,0.453
ENSG00000207775,6,18572015,18572111,20,8,44119,1.3093,0.095213
ENSG00000217379,6,19143926,19144391,6,2,46350,0.36019,0.35935
ENSG00000231662,6,19290550,19321252,60,18,46021,0.96925,0.16621
ENSG00000228412,6,19325219,19839311,527,61,46177,2.6171,0.0044344
ENSG00000218643,6,19348412,19349307,11,4,45120,0.89818,0.18454
ENSG00000201523,6,19438514,19438649,10,4,46000,-1.225,0.88972
ENSG00000214012,6,19612986,19614267,14,1,46350,0.88914,0.18696
ENSG00000217314,6,19638271,19639039,94,20,46049,2.3317,0.0098585
ENSG00000200957,6,19642656,19642760,62,11,46350,0.20026,0.42064
ENSG00000172201,6,19837617,19840915,292,41,46101,3.0697,0.0010714
ENSG00000229700,6,20042686,20043171,11,3,46350,0.35941,0.35964
ENSG00000172197,6,20102376,20212630,85,25,46088,1.9443,0.025927
ENSG00000227803,6,20212318,20317970,71,21,46075,0.20441,0.41902
ENSG00000112242,6,20402137,20493946,36,10,45751,-0.63789,0.73823
ENSG00000240869,6,20421812,20422118,5,2,46350,0.29619,0.38354
ENSG00000224707,6,20438052,20440409,4,2,46350,0.25873,0.39792
ENSG00000222431,6,20452600,20452704,6,4,44129,-0.2251,0.58905
ENSG00000201683,6,20500406,20500507,116,23,46311,1.6956,0.044978
ENSG00000145996,6,20534688,21232635,204,45,46008,0.7247,0.23432
ENSG00000225832,6,20722559,20723886,12,3,46350,-0.017696,0.50706
ENSG00000233848,6,20756334,20800925,98,15,46335,2.0813,0.018704
ENSG00000252046,6,20993705,20993799,19,8,45085,1.8681,0.030872
ENSG00000227089,6,21354642,21355527,8,3,46350,-0.085642,0.53412
ENSG00000280989,6,21486292,21512126,45,10,46296,1.0458,0.14782
ENSG00000231754,6,21521909,21524014,35,10,46252,0.81363,0.20793
ENSG00000283480,6,21528970,21595824,2,1,46350,0.014409,0.49425
ENSG00000124766,6,21592999,21598850,221,51,46192,1.4252,0.077054
ENSG00000220771,6,21602359,21602614,228,35,46348,-0.21058,0.58339
ENSG00000272168,6,21665003,22368557,783,120,46144,2.2969,0.010811
ENSG00000280443,6,21822767,21822968,7,3,44437,-0.17156,0.56811
ENSG00000222515,6,22085773,22086147,31,11,45872,1.2961,0.097478
ENSG00000260455,6,22135186,22147422,173,50,46149,1.342,0.089796
ENSG00000219404,6,22213535,22214466,12,6,46263,-0.85735,0.80437
ENSG00000261568,6,22221010,22222624,45,9,46203,0.15836,0.43709
ENSG00000172179,6,22287473,22297730,8,4,46350,-1.0086,0.84342
ENSG00000112273,6,22569722,22571895,17,5,44694,0.16029,0.43633
ENSG00000228772,6,22589366,22594062,60,12,45920,1.0349,0.15036
ENSG00000233358,6,22744624,23032009,21,6,46350,-0.2412,0.5953
ENSG00000218476,6,23102908,23103774,3,1,46350,1.0283,0.1519
ENSG00000207394,6,23125209,23125315,14,6,46350,0.99855,0.15901
ENSG00000235743,6,23337939,23346788,106,20,46140,0.68574,0.24644
ENSG00000219453,6,23649724,23650002,13,5,46350,0.70305,0.24101
ENSG00000278128,6,23854672,23855685,14,3,46350,3.7552,8.66E-05
ENSG00000218512,6,23856926,23857046,11,4,46350,3.4837,0.00024726
ENSG00000220748,6,23972107,23973169,23,7,46350,1.3939,0.081667
ENSG00000219582,6,24002052,24002661,12,5,46248,-0.21888,0.58663
ENSG00000152954,6,24126350,24147757,25,11,46049,0.17905,0.42895
ENSG00000251830,6,24166501,24166602,9,4,45385,-1.2551,0.89528
ENSG00000146038,6,24171984,24358280,348,56,46059,0.17059,0.43227
ENSG00000146049,6,24357131,24358512,6,3,46244,-0.21828,0.58639
ENSG00000202050,6,24365879,24365982,7,2,46350,1.2443,0.10669
ENSG00000124532,6,24403136,24426422,42,5,46350,0.039582,0.48421
ENSG00000112293,6,24428405,24489850,49,20,46310,-1.3657,0.91398
ENSG00000112294,6,24495080,24537435,228,44,46197,0.5907,0.27736
ENSG00000137261,6,24544332,24646383,268,30,46250,-0.34317,0.63426
ENSG00000218186,6,24598240,24600018,7,3,46350,-1.0191,0.84592
ENSG00000111802,6,24650205,24667261,137,22,46242,-0.42101,0.66313
ENSG00000112304,6,24667263,24705293,210,38,46350,-1.2182,0.88843
ENSG00000272345,6,24701135,24702021,9,5,46350,-0.1349,0.55366
ENSG00000112308,6,24705089,24721064,47,15,46350,-0.81983,0.79384
ENSG00000272402,6,24706975,24707379,4,2,46350,0.11018,0.45613
ENSG00000224164,6,24742530,24752149,23,9,46350,-0.93026,0.82388
ENSG00000218806,6,24750899,24751853,87,15,46204,-0.85961,0.805
ENSG00000112312,6,24775159,24786327,27,8,44699,-0.2094,0.58293
ENSG00000260286,6,24797549,24799117,6,3,44655,0.078852,0.46858
ENSG00000282804,6,24797601,24810026,28,3,46350,0.81098,0.20869
ENSG00000111913,6,24804510,25042246,354,44,46203,-1.4568,0.92741
ENSG00000217083,6,24948108,24948572,22,4,46158,-0.46009,0.67727
ENSG00000214975,6,24976647,24977210,90,22,46083,-1.1243,0.86955
ENSG00000272053,6,25015180,25042398,128,28,45991,-0.31463,0.62348
ENSG00000220517,6,25023475,25024711,19,2,46295,-0.23129,0.59146
ENSG00000244618,6,25031243,25031510,20,7,45628,0.17027,0.4324
ENSG00000229313,6,25042067,25056892,11,4,46350,-1.0041,0.84234
ENSG00000223623,6,25053855,25057301,44,12,46095,-2.3885,0.99154
ENSG00000230372,6,25061853,25063735,122,25,45772,-0.6182,0.73178
ENSG00000168405,6,25081296,25166783,345,32,46105,0.60984,0.27098
ENSG00000219682,6,25140231,25141631,45,9,45354,-0.1425,0.55666
ENSG00000262400,6,25152775,25153111,217,38,45979,0.6081,0.27156
ENSG00000217805,6,25181587,25181973,33,10,46350,0.10168,0.4595
ENSG00000222373,6,25192641,25192718,126,14,46350,-0.81824,0.79339
ENSG00000264238,6,25203481,25203568,133,32,45876,1.2115,0.11284
ENSG00000219681,6,25218916,25219297,79,23,46309,0.38742,0.34922
ENSG00000235733,6,25245584,25261639,328,29,46113,0.066933,0.47332
ENSG00000271108,6,25248491,25249007,9,3,46350,-0.89397,0.81433
ENSG00000216718,6,25261467,25261959,27,15,46280,-0.65617,0.74414
ENSG00000213972,6,25272428,25273979,12,2,45243,1.6321,0.051334
ENSG00000079691,6,25279306,25620758,884,70,46164,-0.39497,0.65357
ENSG00000207286,6,25287660,25287761,12,3,46350,1.3268,0.09229
ENSG00000207490,6,25383827,25383930,94,11,46337,0.58373,0.2797
ENSG00000253017,6,25408123,25408199,46,6,46247,0.37071,0.35543
ENSG00000238322,6,25435508,25435590,1,1,46350,-1.0555,0.8544
ENSG00000079689,6,25652429,25702011,13,4,46350,-1.3486,0.91127
ENSG00000217408,6,25678997,25679392,7,3,46350,0.42975,0.33369
ENSG00000164508,6,25726360,25726755,24,5,45661,0.067165,0.47323
ENSG00000146047,6,25727005,25727520,24,4,45661,0.043612,0.48261
