GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000239831,3,57505396,57505737,9,3,53293,-1.5732,0.94217
ENSG00000237186,3,57516072,57516694,7,2,53293,-1.2658,0.89721
ENSG00000202428,3,57521979,57522085,11,4,53293,-1.4698,0.9292
ENSG00000206815,3,57534565,57534672,9,3,52475,-0.33676,0.63185
ENSG00000174840,3,57542003,57552571,70,16,52906,-0.5922,0.72314
ENSG00000168374,3,57557090,57583135,12,3,53293,0.092095,0.46331
ENSG00000272146,3,57583442,57586654,9,4,53293,-0.40296,0.65651
ENSG00000210841,3,57605174,57605299,9,4,53293,-0.48192,0.68507
ENSG00000174839,3,57611184,57678816,55,10,53062,-0.41884,0.66233
ENSG00000239801,3,57614537,57640645,2,1,53293,-0.95992,0.83145
ENSG00000241933,3,57678932,57682323,24,6,53242,-0.53092,0.70226
ENSG00000223192,3,57685500,57685575,40,10,53060,-1.0223,0.84668
ENSG00000163681,3,57741957,57914895,151,27,53029,-0.15418,0.56127
ENSG00000270772,3,57785783,57787175,4,2,52452,-0.71439,0.76251
ENSG00000213509,3,57927545,57928031,1,1,53293,0.28219,0.3889
ENSG00000136068,3,57994127,58157978,456,49,52820,-1.0621,0.85591
ENSG00000244161,3,58148274,58156363,17,5,52728,-2.0808,0.98127
ENSG00000283148,3,58160205,58164101,142,19,52897,-0.51116,0.69538
ENSG00000283511,3,58165736,58173222,34,6,53165,-1.4344,0.92427
ENSG00000163687,3,58177984,58200424,64,15,52706,-0.75217,0.77403
ENSG00000163686,3,58223233,58280461,107,20,52933,-1.2818,0.90004
ENSG00000163684,3,58291989,58310422,272,30,52587,0.17971,0.42869
ENSG00000255154,3,58291999,58304301,24,3,53293,0.88851,0.18713
ENSG00000273493,3,58315692,58315845,14,3,53293,0.019116,0.49237
ENSG00000168297,3,58318607,58411853,120,12,53240,-0.27188,0.60714
ENSG00000275607,3,58364944,58365252,17,5,53293,0.52466,0.29991
ENSG00000168291,3,58413357,58419579,17,4,52353,0.020146,0.49196
ENSG00000272182,3,58413982,58414542,12,4,53293,0.9243,0.17766
ENSG00000272360,3,58476557,58477018,7,3,52061,-0.10107,0.54025
ENSG00000168301,3,58477841,58488087,24,9,50610,0.35361,0.36182
ENSG00000168306,3,58490863,58523046,26,9,53153,-0.35301,0.63796
ENSG00000236722,3,58497037,58497403,4,2,48108,0.26999,0.39358
ENSG00000168309,3,58549844,58613337,66,15,52516,0.4109,0.34057
ENSG00000243384,3,58558471,58560046,5,2,50137,-0.88745,0.81258
ENSG00000244383,3,58592807,58620167,10,3,51390,-0.63802,0.73827
ENSG00000198643,3,58619673,58652575,40,12,49813,2.4289,0.0075723
ENSG00000163689,3,58727733,59035810,36,4,52575,-0.80596,0.78987
ENSG00000242428,3,58810163,59004819,61,11,53192,2.546,0.0054475
ENSG00000243295,3,59050876,59105235,4,1,51718,-0.55311,0.70991
ENSG00000243903,3,59365750,59374430,12,4,53293,0.052259,0.47916
ENSG00000242545,3,59450056,59496404,15,3,53293,1.1688,0.12125
ENSG00000241804,3,59521589,59522141,24,7,51416,-0.33129,0.62979
ENSG00000189283,3,59735036,61237133,60,13,50291,0.51942,0.30173
ENSG00000269415,3,59957215,59957583,3,1,53293,1.3655,0.086051
ENSG00000240097,3,60602555,60603812,67,17,50632,1.6662,0.047836
ENSG00000232407,3,60675958,60676452,11,2,53134,-0.76715,0.7785
ENSG00000225673,3,60715788,60716377,12,4,51530,0.66014,0.25458
ENSG00000244183,3,60717877,60718369,11,5,50113,2.4246,0.0076616
ENSG00000212211,3,60842062,60842277,6,2,53293,0.4501,0.32632
ENSG00000144724,3,61547585,62283288,453,85,52198,0.22872,0.40954
ENSG00000252420,3,61724801,61724903,9,2,52101,-0.26222,0.60342
ENSG00000226360,3,61728129,61728780,11,2,51779,0.39388,0.34683
ENSG00000252184,3,62103974,62104184,6,2,52104,0.72441,0.23441
ENSG00000237456,3,62109878,62110282,67,14,52679,1.3843,0.083133
ENSG00000241472,3,62246540,62355005,7,3,53293,1.2854,0.099324
ENSG00000114405,3,62304648,62321888,75,22,51151,2.3381,0.0096914
ENSG00000153266,3,62355356,62359999,31,9,51219,0.33258,0.36973
ENSG00000163618,3,62384021,62861064,618,50,52320,0.29845,0.38268
ENSG00000225662,3,62764851,62765460,10,3,53018,0.69315,0.24411
ENSG00000244632,3,62781801,62782094,12,5,51405,1.8837,0.0298
ENSG00000252449,3,62800057,62800166,5,3,51179,0.81657,0.20709
ENSG00000244342,3,62936105,63110738,43,15,50509,0.75497,0.22513
ENSG00000242841,3,63082050,63083387,8,2,51467,2.4775,0.0066149
ENSG00000240359,3,63188894,63189124,647,32,52968,-0.46209,0.67799
ENSG00000163630,3,63263799,63602597,57,15,52222,0.51216,0.30427
ENSG00000252662,3,63320463,63320543,127,23,52417,1.4558,0.072722
ENSG00000241359,3,63409272,63535727,95,20,52641,-0.66442,0.74679
ENSG00000252301,3,63531116,63531211,6,2,52774,-0.91004,0.8186
ENSG00000188817,3,63638344,63664696,71,18,53104,-0.19814,0.57853
ENSG00000224479,3,63727503,63813121,365,37,52488,-0.35926,0.6403
ENSG00000163632,3,63805038,63834312,83,7,53067,-0.45018,0.67371
ENSG00000163634,3,63819546,63849579,9,4,52189,0.31861,0.37501
ENSG00000240549,3,63846321,63847495,4,2,53293,-0.17367,0.56894
ENSG00000163635,3,63850236,63989138,196,34,51750,-0.5308,0.70222
ENSG00000280620,3,63897194,63897448,3,1,53293,-0.65134,0.74259
ENSG00000239653,3,63989698,63997824,7,4,52811,-0.40958,0.65894
ENSG00000271843,3,63993758,63994368,10,3,52082,0.048323,0.48073
ENSG00000163636,3,63996225,64009686,224,38,52325,-0.056043,0.52235
ENSG00000243410,3,63997640,64001922,5,2,52774,-0.40587,0.65758
ENSG00000272181,3,64005184,64005601,10,4,53095,0.17793,0.42939
ENSG00000241111,3,64053640,64088807,14,5,52122,0.79794,0.21245
ENSG00000200222,3,64057484,64057695,71,12,52523,1.4042,0.080125
ENSG00000189196,3,64064037,64073039,131,30,52542,2.0394,0.020703
ENSG00000163637,3,64077918,64431083,186,39,51980,0.62772,0.26509
ENSG00000241572,3,64084949,64086798,6,3,50957,0.53678,0.29571
ENSG00000241101,3,64089146,64091732,9,3,52268,0.60508,0.27256
ENSG00000239926,3,64160077,64160823,57,14,51865,1.296,0.097496
ENSG00000226017,3,64173220,64186641,30,7,52598,1.1052,0.13453
ENSG00000244564,3,64430907,64440508,19,7,52193,1.0034,0.15782
ENSG00000212340,3,64497431,64497533,226,31,52749,0.47567,0.31716
ENSG00000163638,3,64501330,64673676,1349,110,52090,1.8326,0.033428
ENSG00000241158,3,64546998,64578433,30,6,51256,0.3874,0.34923
ENSG00000241684,3,64670585,64997143,35,15,52531,1.4161,0.078371
ENSG00000243149,3,65160633,65179174,226,48,51596,2.3918,0.0083839
ENSG00000264871,3,65218575,65218658,71,9,52385,1.2723,0.10163
ENSG00000151276,3,65339200,66024225,320,45,50137,1.1063,0.13429
ENSG00000270059,3,65344943,65345392,1,1,47682,-1.7732,0.9619
ENSG00000244226,3,65672976,65674143,16,5,51240,0.96846,0.16641
ENSG00000223409,3,65829565,65830121,11,2,51227,0.79374,0.21367
ENSG00000272610,3,65858490,65940233,12,5,51207,1.6061,0.054124
ENSG00000240175,3,65879491,65910972,13,4,52886,1.1784,0.11933
ENSG00000202071,3,65989514,65989615,9,4,53293,0.18611,0.42618
ENSG00000203647,3,65994445,65994875,11,3,53293,1.0516,0.14649
ENSG00000144741,3,66119285,66429351,906,98,52207,-1.3984,0.919
ENSG00000206759,3,66343538,66343644,43,13,52757,-0.9034,0.81684
ENSG00000241587,3,66374279,66374574,112,25,53193,0.0091265,0.49636
ENSG00000144749,3,66429221,66551435,68,13,52485,-0.66915,0.7483
ENSG00000271174,3,66673184,66673526,15,3,50267,0.33293,0.36959
ENSG00000214560,3,66687573,66687836,3,2,50447,0.44271,0.32899
ENSG00000163376,3,67048731,67061634,11,4,52498,0.84849,0.19808
ENSG00000241884,3,67346724,67356783,53,11,53056,0.045988,0.48166
ENSG00000172340,3,67410884,67705038,148,23,52454,-0.27372,0.60785
ENSG00000242510,3,67564364,67564744,4,2,52818,0.057236,0.47718
ENSG00000241316,3,67705121,67998137,404,60,52163,1.4992,0.066913
ENSG00000266400,3,67878596,67878697,120,23,53037,0.1907,0.42438
ENSG00000183662,3,68053359,68594776,211,41,51795,0.012389,0.49506
ENSG00000214552,3,68194154,68194780,28,10,52436,0.35496,0.36131
ENSG00000240568,3,68241548,68241730,36,11,50392,0.10804,0.45698
ENSG00000244640,3,68682857,68683507,4,1,49768,1.2824,0.099856
ENSG00000241506,3,68684856,68686175,4,1,49768,1.2824,0.099856
ENSG00000163377,3,68780917,68981761,159,33,51754,1.1732,0.12035
ENSG00000252828,3,68932118,68932242,4,2,52773,1.0387,0.14947
ENSG00000163378,3,69024365,69063112,18,5,52750,-0.50174,0.69208
ENSG00000244513,3,69063092,69105773,16,4,52633,0.64536,0.25935
ENSG00000144747,3,69068978,69101454,11,4,52428,0.97816,0.164
ENSG00000265355,3,69098109,69098186,6,3,51948,-0.52631,0.70067
ENSG00000144744,3,69103881,69129559,24,11,51186,1.4622,0.071842
ENSG00000144746,3,69134095,69155217,99,21,52991,-0.26107,0.60298
ENSG00000163380,3,69156023,69172183,306,37,52636,-0.45025,0.67374
ENSG00000114541,3,69219141,69435224,224,42,52216,0.30955,0.37845
ENSG00000239263,3,69520603,69521683,49,10,52507,-1.9279,0.97306
ENSG00000240265,3,69584815,69585844,88,18,52442,-1.5683,0.9416
ENSG00000240842,3,69613257,69620273,92,20,52438,-0.39294,0.65282
ENSG00000241667,3,69640492,69642272,9,4,49713,0.5442,0.29315
ENSG00000187098,3,69788586,70017488,83,25,51758,-0.76776,0.77868
ENSG00000241665,3,69818640,69818928,1,1,53293,0.51379,0.3037
ENSG00000265722,3,69969276,69969361,29,6,50788,-1.4019,0.91953
ENSG00000240405,3,70048728,70064469,9,4,51872,-1.3628,0.91352
ENSG00000271034,3,70174221,70175760,14,3,53293,-0.039296,0.51567
ENSG00000242728,3,70189368,70189639,56,14,52741,-0.91761,0.82059
ENSG00000242120,3,70246045,70361877,5,2,53094,0.13764,0.44526
ENSG00000243873,3,70803005,70803724,1,1,39815,0.010027,0.496
ENSG00000206939,3,70857501,70857603,5,1,50811,-0.42273,0.66375
ENSG00000114861,3,71003844,71633140,255,64,52236,1.523,0.063885
ENSG00000277539,3,71325238,71338767,14,4,51753,1.893,0.029177
ENSG00000244203,3,71338920,71355004,17,5,51745,1.8711,0.030666
ENSG00000221264,3,71591121,71591240,3,2,53293,2.4416,0.0073103
ENSG00000274387,3,71617014,71620263,7,2,53293,1.9163,0.027666
ENSG00000242094,3,71619406,71623608,117,25,51063,-0.26136,0.60309
ENSG00000277855,3,71630872,71677709,47,12,48251,0.85985,0.19493
ENSG00000270562,3,71634094,71636560,4,2,49363,1.3595,0.08699
ENSG00000163412,3,71724567,71803924,70,18,52472,-0.20753,0.5822
ENSG00000170837,3,71803201,71805647,5,2,53293,-0.076097,0.53033
ENSG00000163421,3,71820807,71834357,13,2,52272,-0.076386,0.53044
ENSG00000239250,3,71876328,71876614,53,3,52148,-0.20311,0.58047
ENSG00000244130,3,72055925,72056126,65,14,51141,1.1622,0.12257
ENSG00000241163,3,72084451,72328654,183,44,50353,0.37364,0.35434
ENSG00000273461,3,72110212,72119084,14,6,47547,0.37452,0.35401
ENSG00000276471,3,72129715,72133792,7,2,51254,-0.36154,0.64115
ENSG00000239350,3,72134260,72134438,32,8,49855,0.43807,0.33067
ENSG00000242609,3,72136039,72136876,9,3,51443,-0.36637,0.64296
ENSG00000243083,3,72200408,72223483,10,4,52817,-0.66988,0.74853
ENSG00000272774,3,72227430,72227961,9,5,44563,-0.34056,0.63328
ENSG00000242618,3,72252095,72259043,6,2,45119,-0.1397,0.55555
ENSG00000212070,3,72311473,72311579,1,1,53293,-1.1547,0.8759
ENSG00000260670,3,72370202,72373178,14,6,49361,0.28618,0.38737
ENSG00000163602,3,72420976,72495772,28,10,48409,1.3436,0.089533
ENSG00000244345,3,72553957,72599703,6,4,49694,-0.17999,0.57142
ENSG00000199469,3,72625842,72626005,3,1,49203,0.35164,0.36255
ENSG00000239568,3,72632521,72632686,44,8,51915,-0.020403,0.50814
ENSG00000222838,3,72740856,72740962,26,6,49452,-0.44584,0.67214
ENSG00000144736,3,72798430,72897631,463,61,52019,-0.65365,0.74333
ENSG00000241537,3,72821690,72822622,239,60,50738,-1.1361,0.87204
ENSG00000240135,3,72925888,72927253,5,1,52636,0.57225,0.28358
ENSG00000271266,3,72933385,72933830,4,1,49683,0.25001,0.40129
ENSG00000172986,3,72937224,73026077,5,2,53293,0.85947,0.19504
ENSG00000242960,3,72978195,72978744,5,2,53293,1.6785,0.046628
ENSG00000163605,3,73045936,73118350,63,10,52749,0.3744,0.35405
ENSG00000238959,3,73076959,73077024,14,2,53293,-0.50367,0.69275
ENSG00000255423,3,73110810,73112488,12,2,52209,0.13763,0.44527
ENSG00000238416,3,73131138,73131241,36,3,50470,1.0005,0.15852
ENSG00000252651,3,73141299,73141408,133,23,51519,0.9337,0.17523
ENSG00000223247,3,73160143,73160333,153,26,52484,-1.5685,0.94161
ENSG00000182921,3,73231652,73232442,7,2,51482,-1.2503,0.8944
ENSG00000252937,3,73290940,73291047,5,2,53293,1.3147,0.0943
ENSG00000121440,3,73431584,73674091,126,23,52385,-0.32501,0.62741
ENSG00000239119,3,73643091,73643153,11,3,53293,-1.1022,0.86481
ENSG00000239677,3,73670864,73675947,21,3,53293,-0.48743,0.68702
ENSG00000278934,3,73673561,73676777,9,3,52873,-0.31052,0.62192
ENSG00000242364,3,73697550,73697958,16,3,53293,-0.61451,0.73056
ENSG00000242741,3,73857752,73952017,348,43,51161,-0.35672,0.63935
ENSG00000239454,3,74048956,74054760,72,9,50342,0.17991,0.42861
ENSG00000223738,3,74150500,74152704,25,8,51524,0.24687,0.4025
ENSG00000213452,3,74185110,74186043,54,4,52255,0.19509,0.42266
ENSG00000212585,3,74215203,74215290,1,1,53293,0.22523,0.4109
ENSG00000113805,3,74311719,74570291,167,19,52015,0.0067899,0.49729
ENSG00000241022,3,75133306,75134388,54,9,52058,-1.8478,0.96768
ENSG00000242638,3,75231907,75232199,13,5,51425,0.23439,0.40734
ENSG00000266780,3,75263627,75263700,4,1,53293,0.34523,0.36496
ENSG00000213300,3,75263782,75264787,4,1,53293,0.34523,0.36496
ENSG00000228868,3,75377700,75388222,10,1,50862,-0.8188,0.79355
ENSG00000243674,3,75396984,75397938,8,3,46761,-0.4902,0.688
ENSG00000179799,3,75405667,75406654,36,2,52262,1.5159,0.064776
ENSG00000230655,3,75419599,75420493,196,34,51963,1.6389,0.05062
ENSG00000244699,3,75433210,75440961,277,49,50440,-0.43297,0.66748
ENSG00000240665,3,75444339,75444471,68,7,52606,-0.047477,0.51893
ENSG00000238278,3,75464221,75471294,66,6,50101,0.58558,0.27908
ENSG00000244026,3,75470703,75484261,85,15,51748,0.062184,0.47521
ENSG00000239959,3,75495920,75540353,150,21,49998,-1.0178,0.84562
ENSG00000243794,3,75570954,75571163,86,18,51746,-0.83911,0.79929
ENSG00000272710,3,75589200,75629150,113,20,49976,-1.1326,0.8713
ENSG00000221602,3,75598948,75599096,110,23,52543,1.2329,0.1088
ENSG00000239383,3,75639449,75639800,21,3,53062,-1.0892,0.86198
ENSG00000244222,3,75647803,75648824,19,3,51456,1.2593,0.10397
ENSG00000172971,3,75668657,75673000,20,5,52687,1.1434,0.12643
ENSG00000221795,3,75679914,75680009,14,2,51220,-0.66441,0.74679
ENSG00000242516,3,75721542,75728454,15,2,52093,-0.36038,0.64072
ENSG00000265592,3,75762167,75762465,29,6,51863,-0.27894,0.60986
ENSG00000227124,3,75779112,75834718,5,2,48702,-1.3748,0.9154
ENSG00000185008,3,75955846,77699115,491,76,52195,2.9616,0.0015304
ENSG00000222883,3,76014131,76014220,3,1,51632,1.2626,0.10337
ENSG00000240809,3,76483169,76484579,10,4,53200,-0.046944,0.51872
ENSG00000199520,3,77141208,77141314,1,1,53293,0.29656,0.3834
ENSG00000213450,3,77365903,77366749,25,5,49038,0.49003,0.31205
ENSG00000206891,3,77860892,77860995,22,8,51009,1.2896,0.098588
ENSG00000244461,3,78087856,78095945,4,1,52644,0.17058,0.43228
ENSG00000240573,3,78136555,78141421,4,2,50377,-0.38091,0.64837
ENSG00000243957,3,78164309,78164606,1,1,53293,1.5802,0.05703
ENSG00000222574,3,78210849,78211143,7,2,51955,-0.38898,0.65135
ENSG00000240241,3,78316090,78343881,12,4,52751,-1.1975,0.88444
ENSG00000239226,3,78574251,78574635,10,2,53055,2.1981,0.01397
ENSG00000169855,3,78646390,79816965,836,72,52277,2.1139,0.017261
ENSG00000240752,3,78808124,78808524,6,2,52824,0.82081,0.20588
ENSG00000240964,3,78987155,78987442,8,2,50786,1.1555,0.12394
ENSG00000265193,3,79557037,79557119,30,11,51449,0.85776,0.19551
ENSG00000216116,3,79633742,79633834,2,1,53293,0.91402,0.18035
ENSG00000243877,3,80006716,80007292,4,2,53239,-0.86662,0.80693
ENSG00000271389,3,80212477,80213945,4,2,53293,-0.80179,0.78866
ENSG00000239699,3,80265411,80266384,6,2,53293,-1.2499,0.89433
ENSG00000242586,3,80491231,80491455,53,12,52924,-0.78954,0.7851
ENSG00000242828,3,80810193,80838114,6,4,51704,1.6617,0.048287
ENSG00000242781,3,80814048,80838505,10,4,52392,1.2847,0.099448
ENSG00000243694,3,81043019,81144798,9,4,52759,2.3917,0.0083852
ENSG00000242145,3,81257344,81258065,8,2,52461,0.37477,0.35392
ENSG00000241593,3,81295730,81346496,15,5,51310,-0.84181,0.80005
ENSG00000244281,3,81416141,81417172,2,1,46977,0.93058,0.17603
ENSG00000114480,3,81538850,81811312,26,7,51949,0.66963,0.25155
ENSG00000222389,3,81558627,81558815,8,3,53293,0.22667,0.41034
ENSG00000241319,3,81661389,81661956,5,3,51965,0.64716,0.25876
ENSG00000240404,3,81661941,81662226,6,2,52607,0.96426,0.16746
ENSG00000242190,3,81811857,81813907,7,4,53293,0.57345,0.28317
ENSG00000242009,3,81889698,81972012,7,3,51176,1.6812,0.046365
ENSG00000239440,3,82035289,82512826,59,12,52571,0.098128,0.46092
ENSG00000241367,3,82368323,82369430,13,3,51904,0.81806,0.20666
ENSG00000241095,3,82855666,82857172,22,9,52938,1.1772,0.11955
ENSG00000242195,3,83986196,83987387,4,2,49359,0.93475,0.17496
ENSG00000242641,3,84687557,84930830,53,15,52405,1.742,0.040756
ENSG00000241776,3,84740832,84741742,8,3,50958,0.070428,0.47193
ENSG00000242339,3,84934087,84942530,14,3,53065,0.10009,0.46014
ENSG00000175161,3,85008132,86123579,22,9,51832,0.73692,0.23059
ENSG00000264084,3,85434860,85434942,33,9,52386,1.0746,0.14129
ENSG00000241648,3,85849137,85877200,16,4,52243,1.9749,0.024139
ENSG00000239519,3,86041333,86077157,11,4,51893,0.14828,0.44106
ENSG00000243915,3,86061711,86064270,18,4,52451,0.20815,0.41755
ENSG00000201410,3,86174366,86174437,6,3,53127,1.1552,0.124
ENSG00000251773,3,86284471,86284574,6,2,52420,1.0344,0.15048
ENSG00000239767,3,86313705,86316511,22,8,52570,2.5824,0.004906
ENSG00000222934,3,86411282,86411624,7,2,52582,0.42257,0.3363
ENSG00000241328,3,86531093,86546146,32,3,52806,0.32315,0.37329
ENSG00000277746,3,86865890,86866186,44,10,52706,0.60821,0.27152
ENSG00000206538,3,86987119,87040269,10,2,51419,-0.4954,0.68984
ENSG00000241293,3,87100342,87101888,44,5,52384,1.3091,0.095247
ENSG00000281392,3,87138279,87206219,225,16,52254,2.3682,0.0089362
ENSG00000264119,3,87275339,87275427,6,3,52036,0.77631,0.21878
ENSG00000083937,3,87276421,87304698,64,9,52610,2.4285,0.0075817
ENSG00000064835,3,87308554,87325737,127,9,52570,2.6429,0.0041105
ENSG00000239829,3,87372418,87373873,118,18,52868,2.774,0.0027688
ENSG00000240902,3,87643988,87644526,7,2,53293,0.097188,0.46129
ENSG00000240255,3,87679451,87680769,17,3,52652,0.58347,0.27979
ENSG00000239572,3,87780552,87842779,49,9,52825,-0.2208,0.58737
ENSG00000200703,3,87791693,87791799,2,1,53293,0.46565,0.32073
ENSG00000221059,3,87959370,87959495,8,2,53293,-0.086004,0.53427
ENSG00000179097,3,88039846,88042985,643,25,52871,1.6809,0.046389
ENSG00000163320,3,88101094,88199035,36,6,52980,2.4784,0.0065991
ENSG00000175105,3,88108424,88193815,15,3,51897,2.359,0.0091632
ENSG00000241535,3,88144558,88145118,19,5,52987,2.4174,0.007816
ENSG00000179021,3,88198893,88207118,7,1,51955,2.4243,0.0076697
ENSG00000242159,3,88366306,88368172,14,5,52637,2.6244,0.0043406
ENSG00000283434,3,88387563,88516712,26,4,52547,1.2859,0.099242
ENSG00000207316,3,88480341,88480459,20,5,51793,0.72685,0.23366
ENSG00000242365,3,88650211,88650552,22,7,52805,1.158,0.12344
ENSG00000242705,3,88997292,89000078,63,14,52420,2.1034,0.017717
ENSG00000241861,3,89096592,89097584,263,32,52882,2.6658,0.0038397
ENSG00000044524,3,89156674,89531284,206,38,52407,3.0727,0.0010607
ENSG00000240951,3,89637036,89637720,7,2,51957,0.71217,0.23818
ENSG00000240309,3,89637864,89639247,40,12,51444,0.30518,0.38011
ENSG00000212598,3,90079434,90079644,22,5,53097,0.23156,0.40844
ENSG00000222490,3,90233784,90233883,46,6,52068,0.82112,0.20579
ENSG00000189002,3,90251466,90306565,114,14,52252,1.2776,0.1007
ENSG00000251727,3,93562608,93562706,68,10,50560,-0.76702,0.77846
ENSG00000184500,3,93591877,93692910,158,17,51815,-0.039897,0.51591
ENSG00000200366,3,93695873,93695979,2,1,52104,1.0268,0.15226
ENSG00000169379,3,93698983,93774512,3,1,52500,1.4122,0.078951
ENSG00000239614,3,93707478,93707790,2,1,53184,-0.14579,0.55796
ENSG00000178700,3,93776766,93782067,5,3,48801,-1.164,0.8778
ENSG00000178694,3,93781760,93847389,4,2,48327,-0.74347,0.7714
ENSG00000242457,3,93794756,93796019,2,1,43028,2.2831,0.011212
ENSG00000178660,3,94225610,94226464,8,3,52325,0.54418,0.29316
ENSG00000242911,3,94654604,94654964,4,1,52395,0.027861,0.48889
ENSG00000234629,3,94655930,94656868,2,1,51295,-0.46942,0.68062
ENSG00000239589,3,94657016,94871353,60,14,52749,0.27125,0.3931
ENSG00000244048,3,94890764,94891221,15,4,52333,0.65725,0.25551
ENSG00000244681,3,95373267,95402037,100,18,52633,1.7772,0.037764
ENSG00000221477,3,95885661,95885746,168,16,52802,1.0888,0.13812
ENSG00000271671,3,95963576,95964179,2,1,52224,2.3318,0.0098565
ENSG00000243547,3,96068398,96069783,199,7,52667,-0.067198,0.52679
ENSG00000241815,3,96285201,96285947,7,1,52772,1.2349,0.10844
ENSG00000199286,3,96327658,96327761,36,7,51833,0.24457,0.40339
ENSG00000269028,3,96336032,96337080,9,2,53293,0.92234,0.17818
ENSG00000218754,3,96338148,96338675,41,10,52440,0.67644,0.24938
ENSG00000212031,3,96385038,96385123,2,1,53293,1.3708,0.085222
ENSG00000241018,3,96472029,96473515,32,6,52692,-0.33981,0.633
ENSG00000176243,3,96495789,96496527,48,7,52884,-0.58801,0.72174
ENSG00000080224,3,96533425,97468085,363,40,52040,-0.23351,0.59232
ENSG00000251172,3,97200021,97200350,15,1,53293,-0.85654,0.80415
ENSG00000261292,3,97478367,97480376,6,2,48484,-1.5589,0.94049
ENSG00000113966,3,97483365,97520086,121,19,51267,2.487,0.0064415
ENSG00000282527,3,97519577,97540728,80,12,50420,-0.43771,0.6692
ENSG00000080200,3,97540884,97663807,12,3,51863,0.32218,0.37366
ENSG00000279658,3,97555830,97593535,5,2,49861,-0.14997,0.55961
ENSG00000170854,3,97660662,97691301,24,6,51715,0.39868,0.34506
ENSG00000183185,3,97705517,97754148,311,45,52099,1.8031,0.035686
ENSG00000250750,3,97772218,97772583,14,3,52607,2.0899,0.018315
ENSG00000213439,3,97783316,97784240,115,4,52907,0.66077,0.25438
ENSG00000196578,3,97806017,97806946,180,4,52617,0.63612,0.26235
ENSG00000249225,3,97818752,97866978,13,2,52275,1.2359,0.10824
ENSG00000251090,3,97823598,97824516,10,2,50707,0.36341,0.35815
ENSG00000248365,3,97838035,97838575,18,1,53293,0.37252,0.35475
ENSG00000231192,3,97851542,97852483,19,7,48386,1.7566,0.039495
ENSG00000236032,3,97868170,97869249,36,9,52612,-0.74153,0.77081
ENSG00000233412,3,97887544,97888485,39,9,52634,0.40057,0.34437
ENSG00000249321,3,97916055,97916982,198,28,52737,1.1333,0.12855
ENSG00000249975,3,97926267,97927185,11,2,53057,1.5686,0.058374
ENSG00000248507,3,97940888,97941810,49,4,53191,1.296,0.097487
ENSG00000251088,3,97952495,98176742,8,3,53293,2.3233,0.010081
ENSG00000187900,3,97957196,97958125,17,3,53293,1.0284,0.15188
ENSG00000230301,3,97983088,97984200,17,3,52718,0.90304,0.18325
ENSG00000197938,3,98001732,98002676,54,7,52924,0.60264,0.27337
ENSG00000232535,3,98030757,98031687,30,3,53293,1.7539,0.039723
ENSG00000196098,3,98072698,98073663,32,5,53188,-0.51445,0.69653
ENSG00000206536,3,98109510,98110475,7,2,53293,1.2008,0.11491
ENSG00000244653,3,98152878,98153691,9,2,53293,-1.5486,0.93926
ENSG00000232382,3,98188324,98189420,82,2,53201,1.3063,0.095726
ENSG00000231861,3,98216448,98217507,7,4,41369,2.3722,0.0088416
ENSG00000080822,3,98216756,98241910,52,4,52525,1.044,0.14824
ENSG00000248839,3,98241414,98244178,5,2,52817,1.1359,0.12799
ENSG00000250562,3,98243905,98244118,5,2,51866,0.72419,0.23448
ENSG00000154165,3,98250743,98251994,8,4,51605,0.43088,0.33328
ENSG00000080819,3,98298286,98312567,13,5,46519,1.135,0.12819
ENSG00000240827,3,98338909,98339462,29,7,52621,-0.87607,0.8095
ENSG00000244153,3,98376646,98379414,16,4,50725,-1.4244,0.92284
ENSG00000239445,3,98433174,98451495,6,2,53293,-1.1927,0.8835
ENSG00000064225,3,98451080,98514689,98,21,51682,-0.74956,0.77324
ENSG00000249274,3,98501032,98502037,19,4,52752,0.048202,0.48078
ENSG00000057019,3,98514785,98620533,263,25,52345,-0.15843,0.56294
ENSG00000206712,3,98523822,98523928,4,2,49756,0.14452,0.44255
ENSG00000239462,3,98621268,98737406,87,22,52533,0.10896,0.45662
ENSG00000207331,3,98627303,98627408,4,1,53293,-0.69783,0.75736
ENSG00000240476,3,98699902,98701940,8,2,53293,-0.41322,0.66028
ENSG00000241305,3,98934068,98935110,9,3,52871,0.79009,0.21474
ENSG00000240572,3,99045221,99045396,5,2,53293,-1.9067,0.97172
ENSG00000266030,3,99085645,99085733,24,8,51459,0.1596,0.4366
ENSG00000243296,3,99219191,99224352,5,2,51786,1.0303,0.15143
ENSG00000243089,3,99226031,99245957,6,3,53293,0.036633,0.48539
ENSG00000244464,3,99316908,99342664,135,12,52607,-1.3523,0.91186
ENSG00000144810,3,99357319,99518070,160,31,52166,-1.4227,0.92258
ENSG00000263810,3,99410324,99410415,168,7,53220,-1.002,0.84183
ENSG00000273374,3,99521543,99524902,11,4,53178,0.26857,0.39413
ENSG00000184220,3,99536678,99900576,112,17,52883,-0.27964,0.61012
ENSG00000168386,3,99551988,99833357,133,25,52764,-0.63788,0.73823
ENSG00000264897,3,99683158,99683242,3,1,53293,-0.59406,0.72376
ENSG00000235156,3,99904531,99930610,11,5,52815,-0.23205,0.59175
ENSG00000277000,3,99940112,99942702,8,3,53266,-0.93188,0.8243
