ensembl_gene_id,hgnc_symbol,chromosome_name,start_position,end_position,strand,band,gene_biotype
ENSG00000238880,RNU7-59P,11,77277979,77278039,-1,q14.1,snRNA
ENSG00000270390,,2,143704869,143705655,-1,q22.2,pseudogene
ENSG00000250697,,5,32925745,33298016,-1,p13.3,lincRNA
ENSG00000178188,SH2B1,16,28857921,28885526,1,p11.2,protein_coding
ENSG00000207194,RNU6-1026P,1,51048076,51048183,1,p32.3,snRNA
ENSG00000271767,,11,77306156,77306224,-1,q14.1,miRNA
ENSG00000221233,,19,40497851,40497946,-1,q13.2,miRNA
ENSG00000221169,,2,143763269,143763360,-1,q22.2,miRNA
ENSG00000081760,AACS,12,125549925,125627873,1,q24.31,protein_coding
ENSG00000255551,,11,48901663,48906789,1,p11.12,pseudogene
ENSG00000120265,PCMT1,6,150070579,150132556,1,q25.1,protein_coding
ENSG00000206816,,11,77402695,77402796,1,q14.1,misc_RNA
ENSG00000252825,RNU6-1253P,1,51215968,51216025,1,p32.3,snRNA
ENSG00000268166,,19,40526292,40526948,1,q13.2,lincRNA
ENSG00000236624,CCDC163P,1,45959538,45965751,-1,p34.1,protein_coding
ENSG00000224288,,2,143850625,143851733,-1,q22.2,pseudogene
ENSG00000272564,,2,86131402,86131850,1,p11.2,lincRNA
ENSG00000254985,RSF1-IT2,11,77428757,77429456,-1,q14.1,sense_intronic
ENSG00000267055,,7,20135760,20170098,1,p21.1,lincRNA
ENSG00000269069,,19,40529291,40531409,-1,q13.2,pseudogene
ENSG00000230585,PHBP12,1,51246012,51246822,1,p32.3,pseudogene
ENSG00000254728,,11,48903275,48923733,-1,p11.12,pseudogene
ENSG00000234037,,1,103820969,103835986,-1,p21.1,lincRNA
ENSG00000228598,MACC1-AS1,7,20181539,20193154,1,p21.1,antisense
ENSG00000248279,,5,32947549,32962573,1,p13.3,lincRNA
ENSG00000227376,FTH1P16,11,77445520,77446071,-1,q14.1,pseudogene
ENSG00000132424,PNISR,6,99845927,99873207,-1,q16.2,protein_coding
ENSG00000226752,PSMD5-AS1,9,123587106,123616651,1,q33.2,antisense
ENSG00000226839,MTND6P11,2,143851802,143852284,1,q22.2,pseudogene
ENSG00000089250,NOS1,12,117645947,117889975,-1,q24.22,protein_coding
ENSG00000199262,MIR3607,5,85916323,85916385,1,q14.3,snoRNA
ENSG00000224852,MTND5P24,2,143852358,143854124,-1,q22.2,pseudogene
ENSG00000109436,TBC1D9,4,141541919,141677274,-1,q31.21,protein_coding
ENSG00000269749,,19,40554664,40596832,-1,q13.2,processed_transcript
ENSG00000260290,,16,69790439,69791840,-1,q22.1,pseudogene
ENSG00000197976,AKAP17A,X,1710486,1721407,1,p22.33,protein_coding
ENSG00000229880,IMMTP1,21,46095785,46098003,-1,q22.3,pseudogene
ENSG00000208772,SNORD94,2,86362993,86363129,1,p11.2,snoRNA
ENSG00000161980,POLR3K,16,96407,103628,-1,p13.3,protein_coding
ENSG00000233834,,7,20257200,20261323,1,p21.1,processed_transcript
ENSG00000230759,,1,103957501,103968087,1,p21.1,lincRNA
ENSG00000218574,HNRNPA1P37,6,5609460,5610428,-1,p25.1,pseudogene
ENSG00000212176,RNA5SP207,6,41207258,41207364,-1,p21.1,rRNA
ENSG00000225690,TREML5P,6,41215107,41217387,1,p21.1,pseudogene
ENSG00000269296,,19,40596661,40600313,1,q13.2,antisense
ENSG00000232772,MTND4P22,2,143854408,143855576,-1,q22.2,pseudogene
ENSG00000237130,MRPS6P2,1,51312140,51312509,1,p32.3,pseudogene
ENSG00000254920,,11,48914808,48920255,1,p11.12,pseudogene
ENSG00000240403,KIR3DL2,19,55361898,55378662,1,q13.42,protein_coding
ENSG00000249102,,5,33009100,33025830,1,p13.3,lincRNA
ENSG00000253579,SUMO2P16,8,30989055,30989318,-1,p12,pseudogene
ENSG00000252670,,16,69814940,69815031,1,q22.1,misc_RNA
ENSG00000230086,VN1R96P,19,40627218,40628075,-1,q13.2,pseudogene
ENSG00000236382,KRTAP10-13P,21,46122136,46122706,1,q22.3,pseudogene
ENSG00000218809,,6,41237613,41237977,-1,p21.1,pseudogene
ENSG00000252443,,16,69819897,69820016,-1,q22.1,snoRNA
ENSG00000140557,ST8SIA2,15,92937058,93011958,1,q26.1,protein_coding
ENSG00000207013,RNU6-804P,5,85958961,85959067,-1,q14.3,snRNA
ENSG00000265538,MIR4421,1,51525509,51525577,1,p32.3,miRNA
ENSG00000206745,RNU6-643P,6,41270204,41270310,-1,p21.1,snRNA
ENSG00000229978,,1,13162645,13165443,-1,p36.21,pseudogene
ENSG00000251281,,5,33011428,33017713,-1,p13.3,lincRNA
ENSG00000208017,MIR140,16,69966984,69967083,1,q22.1,miRNA
ENSG00000200241,,2,86387079,86387189,-1,p11.2,misc_RNA
ENSG00000221051,,19,40710019,40710106,1,q13.2,miRNA
ENSG00000200262,,1,51572894,51573003,1,p32.3,misc_RNA
ENSG00000213461,,6,41275904,41276303,-1,p21.1,pseudogene
ENSG00000205041,,19,40779396,40781386,-1,q13.2,sense_intronic
ENSG00000261959,,17,48240884,48242677,-1,q21.33,antisense
ENSG00000213478,CFL1P2,1,51623460,51624143,-1,p32.3,pseudogene
ENSG00000255527,,11,48928655,48930498,1,p11.12,pseudogene
ENSG00000250672,,5,33090232,33090455,-1,p13.3,pseudogene
ENSG00000224613,,1,103960701,104068105,-1,p21.1,antisense
ENSG00000253961,,8,31024594,31034683,-1,p12,antisense
ENSG00000236519,,21,46222492,46224632,1,q22.3,antisense
ENSG00000270174,,6,5665218,5695505,-1,p25.1,antisense
ENSG00000238867,,6,41323187,41323246,1,p21.1,miRNA
ENSG00000258611,,15,93608815,93609835,-1,q26.1,pseudogene
ENSG00000188662,HILS1,17,48248789,48258539,-1,q21.33,pseudogene
ENSG00000264352,RN7SL602P,2,35034320,35034623,-1,p22.3,misc_RNA
ENSG00000220506,,6,111816194,111816916,-1,q21,pseudogene
ENSG00000250544,,5,86042635,86045589,1,q14.3,lincRNA
ENSG00000239101,,1,51654135,51654223,1,p32.3,miRNA
ENSG00000207631,MIR641,19,40788450,40788548,-1,q13.2,miRNA
ENSG00000237320,,2,35223345,35225227,-1,p22.3,lincRNA
ENSG00000217239,,6,5788579,5788932,-1,p25.1,pseudogene
ENSG00000258888,,15,93800427,93803704,1,q26.1,lincRNA
ENSG00000221492,,1,51656555,51656630,1,p32.3,miRNA
ENSG00000234753,,6,41462591,41516359,-1,p21.1,antisense
ENSG00000236300,,2,143855692,143855986,-1,q22.2,pseudogene
ENSG00000255389,,6,111921078,111923498,1,q21,antisense
ENSG00000206674,RNU6-945P,19,40805385,40805491,-1,q13.2,snRNA
ENSG00000229211,,8,31077410,31078500,-1,p12,pseudogene
ENSG00000236179,,1,13171871,13173157,-1,p36.21,pseudogene
ENSG00000260740,,16,31498691,31499813,-1,p11.2,antisense
ENSG00000203356,,1,51660767,51700768,-1,p32.3,lincRNA
ENSG00000249910,TRIM51CP,11,48967246,48973447,1,p11.12,pseudogene
ENSG00000207281,,19,40844966,40845071,-1,q13.2,misc_RNA
ENSG00000212063,,15,93829464,93829552,-1,q26.1,miRNA
ENSG00000222069,RN7SKP285,1,104066184,104066501,1,p21.1,misc_RNA
ENSG00000238618,,1,51696925,51697028,-1,p32.3,snoRNA
ENSG00000206925,,19,40848236,40848348,1,q13.2,misc_RNA
ENSG00000260625,,16,31519792,31520569,1,p11.2,antisense
ENSG00000216360,,6,5817654,5818599,-1,p25.1,pseudogene
ENSG00000227557,MTND3P9,2,143856053,143856398,-1,q22.2,pseudogene
ENSG00000258971,,15,93844645,93844876,-1,q26.1,pseudogene
ENSG00000240376,,5,33162285,33162913,1,p13.3,pseudogene
ENSG00000239015,,6,111967530,111967630,-1,q21,snoRNA
ENSG00000253377,,8,31133112,31241795,1,p12,lincRNA
ENSG00000227039,ITGB2-AS1,21,46340966,46349593,1,q22.3,antisense
ENSG00000236085,ACTG1P4,1,104112175,104113296,1,p21.1,pseudogene
ENSG00000268366,,19,40949343,40949994,1,q13.2,antisense
ENSG00000225476,,2,143856467,143857502,-1,q22.2,pseudogene
ENSG00000233406,,1,51716270,51717144,-1,p32.3,pseudogene
ENSG00000227012,,6,112221692,112223054,-1,q21,lincRNA
ENSG00000251443,,5,33229841,33255659,1,p13.3,lincRNA
ENSG00000266164,RN7SL758P,19,41112673,41112955,-1,q13.2,misc_RNA
ENSG00000179412,HNRNPCP5,1,13182960,13184326,-1,p36.21,pseudogene
ENSG00000254095,,8,31196713,31203995,1,p12,processed_transcript
ENSG00000254517,,11,48981480,48983362,1,p11.12,pseudogene
ENSG00000265420,MIR4779,2,86420149,86420231,-1,p11.2,miRNA
ENSG00000249406,,17,48286333,48291820,1,q21.33,lincRNA
ENSG00000223284,RNU6-195P,19,41213960,41214068,-1,q13.2,snRNA
ENSG00000159214,CCDC24,1,44457031,44462200,1,p34.1,protein_coding
ENSG00000233064,,6,5851739,5870453,1,p25.1,lincRNA
ENSG00000258699,,14,89821404,89822915,1,q32.11,antisense
ENSG00000261648,,16,31558019,31558558,-1,p11.2,lincRNA
ENSG00000237234,,6,112475967,112487670,1,q21,antisense
ENSG00000196085,,2,35444443,35444670,-1,p22.3,pseudogene
ENSG00000233622,CYP2T2P,19,41314430,41317295,-1,q13.2,pseudogene
ENSG00000201042,,12,119326239,119326369,-1,q24.23,snoRNA
ENSG00000196696,PDXDC2P,16,70010200,70099851,-1,q22.1,processed_transcript
ENSG00000257060,,15,93855786,94112712,1,q26.1,lincRNA
ENSG00000213547,VN1R64P,16,31558126,31559058,1,p11.2,pseudogene
ENSG00000258380,,14,89866339,89875813,1,q32.11,antisense
ENSG00000263176,,17,48290294,48292718,-1,q21.33,lincRNA
ENSG00000231766,,2,143858499,143858924,-1,q22.2,pseudogene
ENSG00000265301,MIR548AD,2,35696471,35696552,1,p22.3,miRNA
ENSG00000155324,GRAMD3,5,125695824,125832186,1,q23.2,protein_coding
ENSG00000261475,,16,31560464,31564888,-1,p11.2,lincRNA
ENSG00000273080,,2,86422713,86423172,1,p11.2,antisense
ENSG00000232054,NPM1P34,X,123414380,123415272,1,q25,pseudogene
ENSG00000239472,RN7SL221P,6,5918793,5919077,-1,p25.1,misc_RNA
ENSG00000124508,BTN2A2,6,26383324,26395102,1,p22.2,protein_coding
ENSG00000251085,,17,48292055,48292781,1,q21.33,lincRNA
ENSG00000249572,,5,33424131,33440725,-1,p13.3,antisense
ENSG00000224199,,1,13196270,13199067,1,p36.21,pseudogene
ENSG00000243280,,4,113092371,113092683,1,q25,pseudogene
ENSG00000099219,ERMP1,9,5765076,5833117,-1,p24.1,protein_coding
ENSG00000237118,CYP2F2P,19,41324626,41332677,-1,q13.2,pseudogene
ENSG00000221937,TAS2R40,7,142919130,142920162,1,q34,protein_coding
ENSG00000202537,,2,86574185,86574318,-1,p11.2,snoRNA
ENSG00000207044,RNU6-1226P,6,112517642,112517748,-1,q21,snRNA
ENSG00000215057,PKMP5,6,5972645,5974245,1,p25.1,pseudogene
ENSG00000234441,,1,104210693,104210890,-1,p21.1,pseudogene
ENSG00000207255,RNU6-1117P,2,35696671,35696774,1,p22.3,snRNA
ENSG00000257284,,2,143919647,143929741,-1,q22.2,antisense
ENSG00000270661,,6,112538841,112540771,-1,q21,lincRNA
ENSG00000249838,SUMO2P7,17,48313206,48313490,1,q21.33,pseudogene
ENSG00000251974,,2,86591259,86591388,1,p11.2,snoRNA
ENSG00000249360,,5,33502177,33503240,1,p13.3,pseudogene
ENSG00000243452,NBPF15,1,148555979,148596267,1,q21.2,protein_coding
ENSG00000226917,,6,41470182,41487590,1,p21.1,lincRNA
ENSG00000271208,,6,112555366,112555959,-1,q21,lincRNA
ENSG00000236434,,1,51730588,51731746,-1,p32.3,antisense
ENSG00000161981,SNRNP25,16,103010,107669,1,p13.3,protein_coding
ENSG00000227408,AMYP1,1,104256345,104262493,1,p21.1,pseudogene
ENSG00000269843,,19,41337126,41343115,-1,q13.2,lincRNA
ENSG00000239135,,17,48322257,48322365,-1,q21.33,snoRNA
ENSG00000248701,,5,86093502,86096097,1,q14.3,lincRNA
ENSG00000228655,,2,144052990,144238358,-1,q22.3,antisense
ENSG00000260526,,4,113150717,113152752,-1,q25,antisense
ENSG00000251179,,17,48358938,48365216,-1,q21.33,antisense
ENSG00000261664,,1,51795326,51800996,1,p32.3,antisense
ENSG00000229013,,2,35696782,35696907,1,p22.3,pseudogene
ENSG00000108424,KPNB1,17,45726842,45762871,1,q21.32,protein_coding
ENSG00000266494,MIR4641,6,41566461,41566526,1,p21.1,miRNA
ENSG00000164008,C1orf50,1,43232940,43263968,1,p34.2,protein_coding
ENSG00000251206,,5,66563850,66566010,1,q12.3,lincRNA
ENSG00000200563,RNU6-640P,2,86742327,86742431,-1,p11.2,snRNA
ENSG00000259053,,14,89878656,90421003,-1,q32.11,processed_transcript
ENSG00000253275,,8,31354939,31356128,1,p12,lincRNA
ENSG00000230913,NPM1P51,6,41634644,41635387,1,p21.1,pseudogene
ENSG00000226440,,6,112557294,112671296,1,q21,antisense
ENSG00000130612,CYP2G1P,19,41396731,41406413,1,q13.2,pseudogene
ENSG00000239201,RPL21P106,12,92562176,92562653,1,q21.33,pseudogene
ENSG00000104983,CCDC61,19,46498339,46524576,1,q13.32,protein_coding
ENSG00000233394,,1,13351482,13354323,1,p36.21,pseudogene
ENSG00000242735,,2,62373548,62374288,1,p15,pseudogene
ENSG00000250583,,5,33519721,33522335,-1,p13.3,lincRNA
ENSG00000272567,,4,113194124,113194472,-1,q25,lincRNA
ENSG00000222468,RNA5SP261,8,31455615,31455720,-1,p12,rRNA
ENSG00000232027,,1,51837942,51838896,1,p32.3,pseudogene
ENSG00000112308,C6orf62,6,24705089,24721064,-1,p22.3,protein_coding
ENSG00000258909,,15,93960079,93965805,-1,q26.1,lincRNA
ENSG00000243738,RN7SL181P,9,123965437,123965712,1,q33.2,misc_RNA
ENSG00000173327,MAP3K11,11,65365226,65382853,-1,q13.1,protein_coding
ENSG00000183506,PI4KAP2,22,21827289,21871822,-1,q11.21,pseudogene
ENSG00000228363,,2,86789193,86845889,1,p11.2,antisense
ENSG00000257640,,2,144053155,144329674,-1,q22.3,antisense
ENSG00000268170,,7,142919163,142919360,-1,q34,protein_coding
ENSG00000199895,,12,92564129,92564229,-1,q21.33,misc_RNA
ENSG00000264121,,6,6046676,6046777,1,p25.1,miRNA
ENSG00000222306,,4,113195228,113195309,1,q25,misc_RNA
ENSG00000226532,,X,123460025,123460108,-1,q25,pseudogene
ENSG00000213185,FAM24B,10,124608594,124639157,-1,q26.13,protein_coding
ENSG00000266923,,12,92815307,92877456,1,q22,antisense
ENSG00000263572,MIR5683,6,6169567,6169642,1,p25.1,miRNA
ENSG00000258920,FOXN3-AS1,14,89883698,89886137,1,q32.11,antisense
ENSG00000251441,RTEL1P1,4,113277291,113280975,1,q25,pseudogene
ENSG00000258268,,2,144276436,144355571,-1,q22.3,antisense
ENSG00000238843,,1,156499122,156499221,1,q22,snoRNA
ENSG00000242670,,4,55087293,55087639,1,q12,pseudogene
ENSG00000234587,MRPL50P1,2,35949825,35950208,-1,p22.3,pseudogene
ENSG00000253974,NRG1-IT1,8,31883735,31996991,1,p12,sense_intronic
ENSG00000272037,,8,103268620,103270049,1,q22.3,antisense
ENSG00000214651,,9,124000395,124002367,-1,q33.2,pseudogene
ENSG00000205056,,12,92860227,92885867,1,q22,lincRNA
ENSG00000265960,,1,156557648,156557747,-1,q23.1,miRNA
ENSG00000258787,,15,93973888,93974446,-1,q26.1,pseudogene
ENSG00000249364,,5,66675206,67101066,1,q12.3,lincRNA
ENSG00000248184,,4,55199059,55222121,1,q12,lincRNA
ENSG00000225191,,1,104469189,104470428,1,p21.1,pseudogene
ENSG00000238533,,8,103400754,103400863,-1,q22.3,snoRNA
ENSG00000231758,,2,144398325,144413748,-1,q22.3,antisense
ENSG00000215182,MUC5AC,11,1151580,1222364,1,p15.5,protein_coding
ENSG00000272971,,1,156584534,156585080,-1,q23.1,lincRNA
ENSG00000233752,,2,36526531,36526973,-1,p22.3,pseudogene
ENSG00000130517,PGPEP1,19,18451397,18480760,1,p13.11,protein_coding
ENSG00000253923,,8,103430207,103431181,1,q22.3,pseudogene
ENSG00000206595,RNU6-877P,1,51847980,51848086,1,p32.3,snRNA
ENSG00000248518,,4,55242169,55242919,1,q12,lincRNA
ENSG00000216863,LY86-AS1,6,6346698,6623004,-1,p25.1,antisense
ENSG00000201623,RNU6-923P,5,33888161,33888267,-1,p13.2,snRNA
ENSG00000231219,,1,13379149,13381237,-1,p36.21,pseudogene
ENSG00000216663,,6,112646955,112647951,-1,q21,pseudogene
ENSG00000238140,,1,51927393,51929088,1,p32.3,antisense
ENSG00000231102,,6,41688134,41701770,1,p21.1,antisense
ENSG00000258631,,15,94133096,94304028,1,q26.1,lincRNA
ENSG00000260025,,2,36581892,36582257,-1,p22.3,lincRNA
ENSG00000272068,,1,156607575,156610796,-1,q23.1,lincRNA
ENSG00000221387,RNU6ATAC8P,8,103433425,103433550,1,q22.3,snRNA
ENSG00000257277,,2,144433734,144498863,-1,q22.3,antisense
ENSG00000251264,,4,55306669,55312890,-1,q12,lincRNA
ENSG00000269387,,6,41732030,41732198,-1,p21.1,lincRNA
ENSG00000219773,,6,112677043,112677916,-1,q21,pseudogene
ENSG00000271612,HSPE1P14,8,103463991,103464711,1,q22.3,pseudogene
ENSG00000227070,,1,51983981,52027301,1,p32.3,antisense
ENSG00000229825,,X,123466768,123467226,1,q25,pseudogene
ENSG00000268745,,6,41759148,41759215,1,p21.1,antisense
ENSG00000250914,,5,33970968,33972733,1,p13.2,pseudogene
ENSG00000239593,,9,124042141,124045008,-1,q33.2,antisense
ENSG00000236880,,X,123822354,123822688,-1,q25,pseudogene
ENSG00000257226,,2,144524189,144533642,-1,q22.3,antisense
ENSG00000240724,RPS12P15,8,103515981,103516365,1,q22.3,pseudogene
ENSG00000206977,,6,41800592,41800731,1,p21.1,snoRNA
ENSG00000207511,RNU6-771P,1,13384735,13384841,-1,p36.21,snRNA
ENSG00000138032,PPM1B,2,44395108,44471523,1,p21,protein_coding
ENSG00000252032,RNU6-1281P,1,52004297,52004401,-1,p32.3,snRNA
ENSG00000248697,TOX4P1,4,113377080,113378941,1,q25,pseudogene
ENSG00000238626,,X,124062368,124062466,1,q25,snoRNA
ENSG00000272405,,1,156611458,156614679,-1,q23.1,antisense
ENSG00000227516,,6,41836360,41837469,1,p21.1,lincRNA
ENSG00000215807,KRT18P65,6,112682639,112684039,-1,q21,pseudogene
ENSG00000237700,,1,13411551,13414482,1,p36.21,pseudogene
ENSG00000236356,,2,144557036,144577168,1,q22.3,lincRNA
ENSG00000232599,,X,124337654,124338187,-1,q25,pseudogene
ENSG00000250456,,4,55469378,55473298,-1,q12,lincRNA
ENSG00000264299,,11,125827795,125828547,1,q24.2,antisense
ENSG00000143847,PPFIA4,1,202995626,203047868,1,q32.1,protein_coding
ENSG00000035141,FAM136A,2,70523107,70529222,-1,p13.3,protein_coding
ENSG00000207371,,6,41885154,41885264,-1,p21.1,misc_RNA
ENSG00000243500,,1,104615632,104616159,1,p21.1,pseudogene
ENSG00000258754,,15,94261771,94614049,-1,q26.2,lincRNA
ENSG00000249727,,4,55702327,55711568,-1,q12,lincRNA
ENSG00000131236,CAP1,1,40505905,40538321,1,p34.2,protein_coding
ENSG00000229953,,1,156616299,156631216,-1,q23.1,antisense
ENSG00000253222,NRG1-IT2,8,32028898,32145082,1,p12,sense_intronic
ENSG00000227742,CALR4P,1,52027538,52060569,-1,p32.3,pseudogene
ENSG00000200287,,2,144654831,144654929,1,q22.3,misc_RNA
ENSG00000206875,RNU6-761P,6,41986146,41986252,-1,p21.1,snRNA
ENSG00000266485,,6,112683050,112683141,-1,q21,miRNA
ENSG00000252593,RNU6-1224P,8,103545469,103545567,-1,q22.3,snRNA
ENSG00000254759,NAP1L1P1,11,125937434,125938496,1,q24.2,pseudogene
ENSG00000251256,,4,55711734,55725407,1,q12,lincRNA
ENSG00000223946,,6,41997791,41999120,1,p21.1,lincRNA
ENSG00000232377,,2,144694640,144721723,1,q22.3,antisense
ENSG00000273090,,2,36740398,36740875,-1,p22.2,antisense
ENSG00000235865,GSN-AS1,9,124043046,124047808,-1,q33.2,antisense
ENSG00000249509,,4,113436541,113468037,1,q25,antisense
ENSG00000253382,POU5F1P2,8,103633737,103634559,-1,q22.3,pseudogene
ENSG00000217770,FEM1AP3,6,112686906,112688646,-1,q21,pseudogene
ENSG00000215869,,1,104615645,104619709,1,p21.1,lincRNA
ENSG00000237588,,1,156657487,156661789,-1,q23.1,lincRNA
ENSG00000271657,,2,62395997,62398298,1,p15,pseudogene
ENSG00000258262,,12,92924236,92925100,1,q22,pseudogene
ENSG00000263886,,X,124421625,124421692,1,q25,miRNA
ENSG00000261068,,6,42059976,42061997,-1,p21.1,lincRNA
ENSG00000256845,,2,36816784,36818696,-1,p22.2,pseudogene
ENSG00000223356,,1,156682004,156682966,-1,q23.1,antisense
ENSG00000248317,,4,55809796,55822985,1,q12,lincRNA
ENSG00000213489,,X,124460746,124461870,-1,q25,pseudogene
ENSG00000266097,MIR5192,2,62432961,62433052,1,p15,miRNA
ENSG00000228347,FTLP17,1,104695928,104696452,-1,p21.1,pseudogene
ENSG00000213410,,2,145208235,145208545,1,q22.3,pseudogene
ENSG00000228229,,1,13429634,13430113,1,p36.21,lincRNA
ENSG00000250684,,8,103700545,103701134,-1,q22.3,pseudogene
ENSG00000270677,,2,36883465,36884084,-1,p22.2,pseudogene
ENSG00000239648,MTND1P3,7,141503501,141504452,-1,q34,pseudogene
ENSG00000252261,RNA5SP262,8,32049544,32049669,-1,p12,rRNA
ENSG00000176824,,2,145218679,145221645,-1,q22.3,pseudogene
ENSG00000250767,,5,33997149,33997829,-1,p13.2,pseudogene
ENSG00000238865,,12,92938668,92938763,-1,q22,snoRNA
ENSG00000239958,RN7SL51P,2,62489524,62489806,-1,p15,misc_RNA
ENSG00000221252,,6,42379938,42380134,-1,p21.1,snoRNA
ENSG00000244422,RPL38P3,4,55842326,55842538,-1,q12,pseudogene
ENSG00000198251,,19,41414377,41416754,-1,q13.2,pseudogene
ENSG00000222518,,X,124796899,124796989,1,q25,miRNA
ENSG00000242477,,5,86180048,86180698,-1,q14.3,pseudogene
ENSG00000238809,,2,62492130,62492233,1,p15,snoRNA
ENSG00000104044,OCA2,15,28000021,28344504,-1,q13.1,protein_coding
ENSG00000258012,,12,93251855,93253049,1,q22,pseudogene
ENSG00000237107,,6,42467448,42467760,1,p21.1,pseudogene
ENSG00000248147,,5,124704456,124705035,-1,q23.2,lincRNA
ENSG00000205176,REXO1L1P,8,86568695,86575726,-1,q21.2,protein_coding
ENSG00000211581,MIR765,1,156905923,156906036,-1,q23.1,miRNA
ENSG00000261257,,11,125970400,125972308,-1,q24.2,lincRNA
ENSG00000237208,,X,125243745,125249545,1,q25,lincRNA
ENSG00000227355,,9,124137519,124214455,1,q33.2,antisense
ENSG00000240677,MYL6P4,7,141511605,141512057,1,q34,pseudogene
ENSG00000270335,,2,62576083,62577874,-1,p15,pseudogene
ENSG00000252756,RNU6-577P,2,37094541,37094638,-1,p22.2,snRNA
ENSG00000264332,,4,55877000,55877099,-1,q12,miRNA
ENSG00000249677,,5,124705858,124706617,-1,q23.2,lincRNA
ENSG00000204485,,1,13607431,13611550,-1,p36.21,pseudogene
ENSG00000225036,,1,105976616,105977443,1,p21.1,pseudogene
ENSG00000266160,RN7SL612P,1,156955549,156955841,-1,q23.1,misc_RNA
ENSG00000238611,,6,42473238,42473344,-1,p21.1,snoRNA
ENSG00000254833,,11,126030609,126045930,1,q24.2,lincRNA
ENSG00000200246,RNA5SP263,8,32114012,32114139,1,p12,rRNA
ENSG00000232299,,6,112797740,112802838,-1,q21,lincRNA
ENSG00000271771,,5,34158226,34158872,1,p13.2,lincRNA
ENSG00000252815,RNU6-410P,4,55898132,55898238,-1,q12,snRNA
ENSG00000169282,KCNAB1,3,155755490,156256545,1,q25.31,protein_coding
ENSG00000266799,,8,103745863,103745947,-1,q22.3,miRNA
ENSG00000250402,,5,124712527,124713132,1,q23.2,lincRNA
ENSG00000228541,,2,62690262,62691205,1,p15,lincRNA
ENSG00000206848,RNU6-890P,6,42631900,42632006,1,p21.1,snRNA
ENSG00000128683,GAD1,2,171669723,171717661,1,q31.1,protein_coding
ENSG00000237842,,1,157029024,157030554,-1,q23.1,pseudogene
ENSG00000265523,,7,141559618,141559669,-1,q34,miRNA
ENSG00000254049,NRG1-IT3,8,32298262,32300241,1,p12,sense_intronic
ENSG00000251532,,5,1544222,1551825,-1,p15.33,lincRNA
ENSG00000252518,RNU6-846P,2,37186505,37186605,1,p22.2,snRNA
ENSG00000250646,,4,55919227,55958701,1,q12,antisense
ENSG00000238057,ZEB2-AS1,2,145275664,145279058,1,q22.3,antisense
ENSG00000239095,,6,112797928,112798029,1,q21,snoRNA
ENSG00000213435,ATP6V0CP3,6,42694972,42695438,1,p21.1,pseudogene
ENSG00000254771,,11,126049392,126049593,-1,q24.2,pseudogene
ENSG00000249061,,5,86263138,86433529,1,q14.3,lincRNA
ENSG00000253669,,8,103817745,103822199,1,q22.3,lincRNA
ENSG00000223524,REXO1L11P,8,86747543,86749570,1,q21.2,protein_coding
ENSG00000240031,OR9A3P,7,141562660,141563537,1,q34,pseudogene
ENSG00000241625,RN7SL18P,2,62718313,62718601,1,p15,misc_RNA
ENSG00000224891,,2,37375673,37376447,1,p22.2,pseudogene
ENSG00000252215,,6,112853384,112853487,1,q21,miRNA
ENSG00000250269,,5,124718552,124719148,-1,q23.2,lincRNA
ENSG00000233702,,2,62734680,62734958,-1,p15,pseudogene
ENSG00000244034,RN7SL424P,4,55929902,55930196,1,q12,misc_RNA
ENSG00000225580,,6,112937905,112939082,-1,q21,pseudogene
ENSG00000254694,,11,126078506,126078922,-1,q24.2,antisense
ENSG00000241216,SNAPC5P1,6,6347314,6347614,-1,p25.1,pseudogene
ENSG00000251554,,5,124731072,124731673,-1,q23.2,lincRNA
ENSG00000230916,,X,125605688,125606386,1,q25,pseudogene
ENSG00000255940,REXO1L10P,8,86756718,86758745,-1,q21.2,protein_coding
ENSG00000224520,KRT8P45,1,157043049,157044495,1,q23.1,pseudogene
ENSG00000239545,RN7SL822P,4,56081793,56082079,-1,q12,misc_RNA
ENSG00000226075,PHKG1P1,7,62693413,62694623,-1,q11.21,pseudogene
ENSG00000237621,OR9A1P,7,141586948,141587892,1,q34,pseudogene
ENSG00000271498,,6,113147141,113147672,1,q21,pseudogene
ENSG00000260192,,5,124828954,124937920,1,q23.2,lincRNA
ENSG00000222067,RNU4-86P,11,126084155,126084373,-1,q24.2,snRNA
ENSG00000239129,,17,28210024,28210127,1,q11.2,snoRNA
ENSG00000218868,CNN3P1,6,6534930,6535864,1,p25.1,pseudogene
ENSG00000250812,,4,56085511,56086140,1,q12,pseudogene
ENSG00000231113,,6,42908102,42916098,1,p21.1,antisense
ENSG00000250978,,5,66759637,66771420,-1,q13.1,processed_transcript
ENSG00000272327,,8,32623643,32625477,1,p12,lincRNA
ENSG00000215158,,5,34164803,34244901,-1,p13.2,pseudogene
ENSG00000240098,RN7SL351P,11,126114930,126115175,1,q24.2,misc_RNA
ENSG00000201386,RNU6-1163P,6,113292695,113292801,1,q21,snRNA
ENSG00000249950,,5,125198439,125198886,-1,q23.2,pseudogene
ENSG00000251951,RN7SKP34,5,86398420,86398663,-1,q14.3,misc_RNA
ENSG00000243607,RPL35AP26,11,126148152,126148472,-1,q24.2,pseudogene
ENSG00000137757,CASP5,11,104864962,104893895,-1,q22.3,protein_coding
ENSG00000218490,FCF1P10,6,113332139,113332617,1,q21,pseudogene
